dim,icc,SEM,MDC,stream
251,-0.21738575,0.0040350235,0.011184514536717354,gravity
252,-0.22605403,0.0039895754,0.011058538897265527,gravity
253,-0.2321213,0.003949174,0.010946552376353634,gravity
254,-0.23553044,0.0039144,0.010850163245037287,gravity
255,-0.23630024,0.0038856256,0.010770404746478624,gravity
256,-0.23452774,0.0038630045,0.010707702181891788,gravity
257,-0.23038608,0.0038464821,0.01066190453385021,gravity
258,-0.22411793,0.003834771,0.010629442886247328,gravity
259,-0.21604931,0.0038274433,0.0106091316877472,gravity
260,-0.2065349,0.003825046,0.010602486275604476,gravity
261,-0.19594905,0.003827032,0.010607991312564506,gravity
262,-0.1846772,0.003832837,0.01062408241297769,gravity
263,-0.17309925,0.0038419047,0.01064921648852381,gravity
264,-0.16157366,0.0038537143,0.01068195112916703,gravity
265,-0.15042453,0.003867783,0.010720947184650371,gravity
266,-0.13993095,0.0038836773,0.01076500426004468,gravity
267,-0.1303205,0.0039010025,0.010813027156320513,gravity
268,-0.12179943,0.0039182403,0.01086080803748966,gravity
269,-0.114482,0.0039350395,0.010907373034762831,gravity
270,-0.108393386,0.00395225,0.010955077761845075,gravity
271,-0.10354506,0.0039695855,0.01100312969993371,gravity
272,-0.099906795,0.0039867735,0.011050772471148645,gravity
273,-0.09741367,0.004003554,0.011097285838532388,gravity
274,-0.09597394,0.004019687,0.01114200377651135,gravity
275,-0.095475115,0.0040349467,0.011184301563423472,gravity
276,-0.09579216,0.0040491316,0.011223620305715725,gravity
277,-0.09679303,0.0040620696,0.011259482426910918,gravity
278,-0.098358825,0.0040724236,0.01128818219169551,gravity
279,-0.10035654,0.0040800823,0.011309411111480181,gravity
280,-0.1026517,0.0040861564,0.011326247618421948,gravity
281,-0.105135895,0.0040905983,0.011338560056302778,gravity
282,-0.10771431,0.004093384,0.011346281306266411,gravity
283,-0.11030626,0.0040945103,0.01134940362382944,gravity
284,-0.11284591,0.004093996,0.011347977348134052,gravity
285,-0.115282126,0.004091877,0.01134210444821186,gravity
286,-0.11757758,0.0040881946,0.011331897219072372,gravity
287,-0.11970822,0.004083005,0.011317511841131096,gravity
288,-0.12168316,0.0040752073,0.0112958982786702,gravity
289,-0.12350666,0.0040648775,0.011267265632741863,gravity
290,-0.12516,0.00405324,0.01123500856857583,gravity
291,-0.12664662,0.0040403567,0.011199297464807209,gravity
292,-0.12797013,0.0040262872,0.011160298827829396,gravity
293,-0.12913027,0.0040110946,0.011118186908519206,gravity
294,-0.13012011,0.003994849,0.01107315660970922,gravity
295,-0.13092372,0.0039776186,0.011025396380495841,gravity
296,-0.13151307,0.0039594844,0.010975130810898074,gravity
297,-0.13184685,0.0039405352,0.010922606433637926,gravity
